,Month,Day,Year,total_minutes,Week,release_dayofweek,month_sin,month_cos,Action,Adventure,Comedy,Crime,Documentary,Drama,Fantasy,Romance,Sci-Fi,Thriller,MPAA_G,MPAA_NC-17,MPAA_PG,MPAA_PG-13,MPAA_R,total_revenue,target,movie_id
9,3,31,21,-0.6690597411089402,1,2,1.0,6.123233995736766e-17,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.44846920916312427,2.8211776394867947,1
10,3,31,21,-0.6690597411089402,2,2,1.0,6.123233995736766e-17,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.44846920916312427,-0.5061268819411002,1
11,3,31,21,-0.6690597411089402,3,2,1.0,6.123233995736766e-17,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.44846920916312427,-0.2275119313667394,1
12,3,31,21,-0.6690597411089402,4,2,1.0,6.123233995736766e-17,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.44846920916312427,-0.2970312590365862,1
13,3,31,21,-0.6690597411089402,5,2,1.0,6.123233995736766e-17,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.44846920916312427,-0.3317668143879963,1
14,3,31,21,-0.6690597411089402,6,2,1.0,6.123233995736766e-17,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.44846920916312427,-0.35721647927458533,1
15,3,31,21,-0.6690597411089402,7,2,1.0,6.123233995736766e-17,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.44846920916312427,-0.21780323393517176,1
16,3,31,21,-0.6690597411089402,8,2,1.0,6.123233995736766e-17,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.44846920916312427,-0.2866898733946758,1
18,3,7,30,-0.07410342255581832,1,4,1.0,6.123233995736766e-17,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.4915408898211046,-0.42168961120356163,2
19,3,7,30,-0.07410342255581832,2,4,1.0,6.123233995736766e-17,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.4915408898211046,278.0594504029797,2
20,3,7,30,-0.07410342255581832,3,4,1.0,6.123233995736766e-17,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.4915408898211046,-0.9991157061458044,2
21,3,7,30,-0.07410342255581832,4,4,1.0,6.123233995736766e-17,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.4915408898211046,10.224634023220595,2
22,3,7,30,-0.07410342255581832,5,4,1.0,6.123233995736766e-17,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.4915408898211046,0.026610001798884692,2
23,3,7,30,-0.07410342255581832,6,4,1.0,6.123233995736766e-17,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.4915408898211046,26.55011017316681,2
24,3,7,30,-0.07410342255581832,7,4,1.0,6.123233995736766e-17,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.4915408898211046,-0.4826604753829132,2
25,3,7,30,-0.07410342255581832,8,4,1.0,6.123233995736766e-17,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.4915408898211046,-0.8751935369604689,2
27,10,9,42,-0.7186394343217003,1,4,-0.8660254037844386,0.5000000000000001,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.6382052189042895,-0.9976769685368618,3
28,10,9,42,-0.7186394343217003,2,4,-0.8660254037844386,0.5000000000000001,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.6382052189042895,0.232,3
29,10,9,42,-0.7186394343217003,3,4,-0.8660254037844386,0.5000000000000001,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.6382052189042895,402.35714285714283,3
30,10,9,42,-0.7186394343217003,4,4,-0.8660254037844386,0.5000000000000001,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.6382052189042895,-0.5731764251332163,3
31,10,9,42,-0.7186394343217003,5,4,-0.8660254037844386,0.5000000000000001,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.6382052189042895,-0.536680119186814,3
32,10,9,42,-0.7186394343217003,6,4,-0.8660254037844386,0.5000000000000001,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.6382052189042895,5.835151416476718,3
33,10,9,42,-0.7186394343217003,7,4,-0.8660254037844386,0.5000000000000001,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.6382052189042895,-0.9952598168240773,3
34,10,9,42,-0.7186394343217003,8,4,-0.8660254037844386,0.5000000000000001,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.6382052189042895,-0.37185929648241206,3
36,11,27,18,-0.3715815818323792,1,2,-0.5000000000000004,0.8660254037844384,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.5028154249059597,12.534548653558865,4
37,11,27,18,-0.3715815818323792,2,2,-0.5000000000000004,0.8660254037844384,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.5028154249059597,2.299818815995984,4
38,11,27,18,-0.3715815818323792,3,2,-0.5000000000000004,0.8660254037844384,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.5028154249059597,-0.5574221951158053,4
39,11,27,18,-0.3715815818323792,4,2,-0.5000000000000004,0.8660254037844384,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.5028154249059597,-0.3402534916145735,4
40,11,27,18,-0.3715815818323792,5,2,-0.5000000000000004,0.8660254037844384,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.5028154249059597,0.339947610632171,4
41,11,27,18,-0.3715815818323792,6,2,-0.5000000000000004,0.8660254037844384,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.5028154249059597,-0.4369484678041438,4
42,11,27,18,-0.3715815818323792,7,2,-0.5000000000000004,0.8660254037844384,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.5028154249059597,-0.5524301659404244,4
43,11,27,18,-0.3715815818323792,8,2,-0.5000000000000004,0.8660254037844384,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.5028154249059597,-0.06853134814643215,4
45,11,22,22,-0.5203206614706597,1,2,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.11705779019787155,0.24413241367360555,5
46,11,22,22,-0.5203206614706597,2,2,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.11705779019787155,-0.9750971161944719,5
47,11,22,22,-0.5203206614706597,3,2,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.11705779019787155,1.8549957067847997,5
48,11,22,22,-0.5203206614706597,4,2,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.11705779019787155,0.015529934047683684,5
49,11,22,22,-0.5203206614706597,5,2,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.11705779019787155,-0.3178102583859462,5
50,11,22,22,-0.5203206614706597,6,2,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.11705779019787155,-0.18309085390918836,5
51,11,22,22,-0.5203206614706597,7,2,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.11705779019787155,28.87572834710472,5
52,11,22,22,-0.5203206614706597,8,2,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.11705779019787155,2.4560763890255313,5
54,6,11,43,0.372113816359023,1,4,1.2246467991473532e-16,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.6647344754311574,2.6430584313372454,6
55,6,11,43,0.372113816359023,2,4,1.2246467991473532e-16,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.6647344754311574,-0.338510960930041,6
56,6,11,43,0.372113816359023,3,4,1.2246467991473532e-16,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.6647344754311574,-0.5023042465832511,6
57,6,11,43,0.372113816359023,4,4,1.2246467991473532e-16,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.6647344754311574,-0.5151609579459978,6
58,6,11,43,0.372113816359023,5,4,1.2246467991473532e-16,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.6647344754311574,-0.3585492519668417,6
59,6,11,43,0.372113816359023,6,4,1.2246467991473532e-16,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.6647344754311574,-0.3756499989029554,6
60,6,11,43,0.372113816359023,7,4,1.2246467991473532e-16,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.6647344754311574,-0.6031299784462562,6
61,6,11,43,0.372113816359023,8,4,1.2246467991473532e-16,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.6647344754311574,-0.10182998819362456,6
63,3,27,31,-0.12368311576857847,1,4,1.0,6.123233995736766e-17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.6057756623160161,9.639155322526337,7
64,3,27,31,-0.12368311576857847,2,4,1.0,6.123233995736766e-17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.6057756623160161,-0.6949796859896173,7
65,3,27,31,-0.12368311576857847,3,4,1.0,6.123233995736766e-17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.6057756623160161,-0.6358480721455718,7
66,3,27,31,-0.12368311576857847,4,4,1.0,6.123233995736766e-17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.6057756623160161,53.722684902511496,7
67,3,27,31,-0.12368311576857847,5,4,1.0,6.123233995736766e-17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.6057756623160161,-0.5181687035777741,7
68,3,27,31,-0.12368311576857847,6,4,1.0,6.123233995736766e-17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.6057756623160161,-0.9906169038376215,7
69,3,27,31,-0.12368311576857847,7,4,1.0,6.123233995736766e-17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.6057756623160161,-0.7541625534715367,7
70,3,27,31,-0.12368311576857847,8,4,1.0,6.123233995736766e-17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.6057756623160161,42.548119394993975,7
72,1,19,40,0.9670701349121448,1,4,0.49999999999999994,0.8660254037844387,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3881458680032604,1.4535263011411077,8
73,1,19,40,0.9670701349121448,2,4,0.49999999999999994,0.8660254037844387,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3881458680032604,-0.49030800225057625,8
74,1,19,40,0.9670701349121448,3,4,0.49999999999999994,0.8660254037844387,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3881458680032604,-0.4938217751268584,8
75,1,19,40,0.9670701349121448,4,4,0.49999999999999994,0.8660254037844387,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3881458680032604,370.5262315552507,8
76,1,19,40,0.9670701349121448,5,4,0.49999999999999994,0.8660254037844387,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3881458680032604,-0.45708143250928657,8
77,1,19,40,0.9670701349121448,6,4,0.49999999999999994,0.8660254037844387,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3881458680032604,-0.41785167124816996,8
78,1,19,40,0.9670701349121448,7,4,0.49999999999999994,0.8660254037844387,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3881458680032604,-0.41916366140622524,8
79,1,19,40,0.9670701349121448,8,4,0.49999999999999994,0.8660254037844387,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3881458680032604,-0.6491182242929201,8
81,10,18,35,1.1653889077631854,1,4,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.1349684636669066,-0.9915765115088538,9
82,10,18,35,1.1653889077631854,2,4,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.1349684636669066,25.434111034733736,9
83,10,18,35,1.1653889077631854,3,4,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.1349684636669066,-0.7082335233165378,9
84,10,18,35,1.1653889077631854,4,4,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.1349684636669066,-0.758094788717626,9
85,10,18,35,1.1653889077631854,5,4,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.1349684636669066,26.306365271667282,9
86,10,18,35,1.1653889077631854,6,4,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.1349684636669066,1.3019938203553654,9
87,10,18,35,1.1653889077631854,7,4,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.1349684636669066,1.2704799817679127,9
88,10,18,35,1.1653889077631854,8,4,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.1349684636669066,0.44310297988370084,9
90,11,5,32,-0.8177988207472205,1,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.4169163841806962,0.6429814284067359,10
91,11,5,32,-0.8177988207472205,2,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.4169163841806962,1.8156700075389922,10
92,11,5,32,-0.8177988207472205,3,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.4169163841806962,0.32214592792043034,10
93,11,5,32,-0.8177988207472205,4,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.4169163841806962,-0.014007124763132529,10
94,11,5,32,-0.8177988207472205,5,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.4169163841806962,-0.32269501339033263,10
95,11,5,32,-0.8177988207472205,6,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.4169163841806962,-0.4050792933990321,10
96,11,5,32,-0.8177988207472205,7,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.4169163841806962,-0.4724445675235251,10
97,11,5,32,-0.8177988207472205,8,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.4169163841806962,-0.3298589181072524,10
99,5,24,24,-0.3220018886196191,1,4,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.66476333984577,0.2641329105444152,11
100,5,24,24,-0.3220018886196191,2,4,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.66476333984577,0.06514704011983664,11
101,5,24,24,-0.3220018886196191,3,4,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.66476333984577,1.0184283496742865,11
102,5,24,24,-0.3220018886196191,4,4,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.66476333984577,-0.12360074933447267,11
103,5,24,24,-0.3220018886196191,5,4,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.66476333984577,0.2249851872407767,11
104,5,24,24,-0.3220018886196191,6,4,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.66476333984577,0.13111000223476002,11
105,5,24,24,-0.3220018886196191,7,4,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.66476333984577,-0.24122494823876478,11
106,5,24,24,-0.3220018886196191,8,4,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.66476333984577,-0.18604916606029476,11
135,3,3,28,-0.4211612750451394,1,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.3955095921472294,-0.6883280144991557,15
136,3,3,28,-0.4211612750451394,2,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.3955095921472294,49.98966136157418,15
137,3,3,28,-0.4211612750451394,3,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.3955095921472294,-0.3481121544515648,15
138,3,3,28,-0.4211612750451394,4,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.3955095921472294,-0.3615110649817678,15
139,3,3,28,-0.4211612750451394,5,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.3955095921472294,-0.5357307696988742,15
140,3,3,28,-0.4211612750451394,6,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.3955095921472294,-0.9444514836071717,15
141,3,3,28,-0.4211612750451394,7,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.3955095921472294,-0.5248789932236205,15
142,3,3,28,-0.4211612750451394,8,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.3955095921472294,1.8658567644661777,15
144,4,17,31,-0.4211612750451394,1,4,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,-0.08847357729429443,-0.3275902751702502,16
145,4,17,31,-0.4211612750451394,2,4,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,-0.08847357729429443,-0.297373006258525,16
146,4,17,31,-0.4211612750451394,3,4,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,-0.08847357729429443,5.885346999044558,16
147,4,17,31,-0.4211612750451394,4,4,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,-0.08847357729429443,-0.7983575330196415,16
148,4,17,31,-0.4211612750451394,5,4,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,-0.08847357729429443,1.2632379069592854,16
149,4,17,31,-0.4211612750451394,6,4,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,-0.08847357729429443,9.531192901469186,16
150,4,17,31,-0.4211612750451394,7,4,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,-0.08847357729429443,0.816047988656673,16
151,4,17,31,-0.4211612750451394,8,4,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,-0.08847357729429443,-0.9639698904891238,16
162,6,6,25,-0.17326280898133864,1,4,1.2246467991473532e-16,-1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.3462473697175477,-0.4352322949667703,18
163,6,6,25,-0.17326280898133864,2,4,1.2246467991473532e-16,-1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.3462473697175477,-0.541559287631043,18
164,6,6,25,-0.17326280898133864,3,4,1.2246467991473532e-16,-1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.3462473697175477,-0.4430569418497582,18
165,6,6,25,-0.17326280898133864,4,4,1.2246467991473532e-16,-1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.3462473697175477,-0.47666718739151565,18
166,6,6,25,-0.17326280898133864,5,4,1.2246467991473532e-16,-1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.3462473697175477,-0.5241789039891875,18
167,6,6,25,-0.17326280898133864,6,4,1.2246467991473532e-16,-1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.3462473697175477,0.0004008050954526048,18
168,6,6,25,-0.17326280898133864,7,4,1.2246467991473532e-16,-1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.3462473697175477,-0.1874493750816531,18
169,6,6,25,-0.17326280898133864,8,4,1.2246467991473532e-16,-1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.3462473697175477,-0.36987769714769597,18
171,8,2,35,-0.07410342255581832,1,4,-0.8660254037844385,-0.5000000000000004,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.1074925799674811,-0.5650998605067465,19
172,8,2,35,-0.07410342255581832,2,4,-0.8660254037844385,-0.5000000000000004,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.1074925799674811,-0.48680201765757874,19
173,8,2,35,-0.07410342255581832,3,4,-0.8660254037844385,-0.5000000000000004,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.1074925799674811,-0.43489108519351816,19
174,8,2,35,-0.07410342255581832,4,4,-0.8660254037844385,-0.5000000000000004,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.1074925799674811,-0.16070771576435064,19
175,8,2,35,-0.07410342255581832,5,4,-0.8660254037844385,-0.5000000000000004,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.1074925799674811,-0.5172630297027702,19
176,8,2,35,-0.07410342255581832,6,4,-0.8660254037844385,-0.5000000000000004,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.1074925799674811,-0.3513790062362119,19
177,8,2,35,-0.07410342255581832,7,4,-0.8660254037844385,-0.5000000000000004,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.1074925799674811,-0.2747757743501188,19
178,8,2,35,-0.07410342255581832,8,4,-0.8660254037844385,-0.5000000000000004,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.1074925799674811,-0.5537054448147138,19
180,6,14,35,-0.966537900385501,1,4,1.2246467991473532e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.655495107555047,0.9363636363636364,20
181,6,14,35,-0.966537900385501,2,4,1.2246467991473532e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.655495107555047,84.02582159624413,20
182,6,14,35,-0.966537900385501,3,4,1.2246467991473532e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.655495107555047,-0.9921316363435576,20
183,6,14,35,-0.966537900385501,4,4,1.2246467991473532e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.655495107555047,-0.12280701754385964,20
184,6,14,35,-0.966537900385501,5,4,1.2246467991473532e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.655495107555047,2.624,20
185,6,14,35,-0.966537900385501,6,4,1.2246467991473532e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.655495107555047,3.019867549668874,20
186,6,14,35,-0.966537900385501,7,4,1.2246467991473532e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.655495107555047,0.14827018121911037,20
187,6,14,35,-0.966537900385501,8,4,1.2246467991473532e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.655495107555047,-0.844571975131516,20
189,5,18,40,1.9090843059545877,1,4,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.660934511317059,-0.3519732495274428,21
190,5,18,40,1.9090843059545877,2,4,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.660934511317059,0.5046147298986621,21
191,5,18,40,1.9090843059545877,3,4,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.660934511317059,0.01734754606468796,21
192,5,18,40,1.9090843059545877,4,4,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.660934511317059,-0.2901112649217207,21
193,5,18,40,1.9090843059545877,5,4,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.660934511317059,-0.27130536948344935,21
194,5,18,40,1.9090843059545877,6,4,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.660934511317059,0.22012965928049177,21
195,5,18,40,1.9090843059545877,7,4,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.660934511317059,17.027521083591047,21
196,5,18,40,1.9090843059545877,8,4,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.660934511317059,-0.8361920246457454,21
198,11,13,31,2.355301544869429,1,4,-0.5000000000000004,0.8660254037844384,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.6639564866141763,0.3516018101782396,22
199,11,13,31,2.355301544869429,2,4,-0.5000000000000004,0.8660254037844384,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.6639564866141763,-0.330333800773179,22
200,11,13,31,2.355301544869429,3,4,-0.5000000000000004,0.8660254037844384,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.6639564866141763,-0.30032786437964964,22
201,11,13,31,2.355301544869429,4,4,-0.5000000000000004,0.8660254037844384,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.6639564866141763,-0.26743184705924405,22
202,11,13,31,2.355301544869429,5,4,-0.5000000000000004,0.8660254037844384,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.6639564866141763,-0.21206932498192352,22
203,11,13,31,2.355301544869429,6,4,-0.5000000000000004,0.8660254037844384,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.6639564866141763,-0.543445705535288,22
204,11,13,31,2.355301544869429,7,4,-0.5000000000000004,0.8660254037844384,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.6639564866141763,44.281188729268145,22
205,11,13,31,2.355301544869429,8,4,-0.5000000000000004,0.8660254037844384,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.6639564866141763,-0.4954314695929662,22
207,7,13,34,-1.1648566732365415,1,4,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.3901493330282354,0.039721417617992846,23
208,7,13,34,-1.1648566732365415,2,4,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.3901493330282354,0.28754327385951617,23
209,7,13,34,-1.1648566732365415,3,4,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.3901493330282354,-0.048843351258472015,23
210,7,13,34,-1.1648566732365415,4,4,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.3901493330282354,8.45005352602703,23
211,7,13,34,-1.1648566732365415,5,4,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.3901493330282354,2.6365401566831044,23
212,7,13,34,-1.1648566732365415,6,4,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.3901493330282354,0.4593340397477351,23
213,7,13,34,-1.1648566732365415,7,4,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.3901493330282354,2.21500447600103,23
214,7,13,34,-1.1648566732365415,8,4,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.3901493330282354,-0.6566727857362569,23
216,12,28,38,0.42169350957178314,1,2,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.6495178096468927,-0.12929623567921442,24
