,Month,Day,Year,total_minutes,Week,release_dayofweek,month_sin,month_cos,Action,Adventure,Comedy,Crime,Documentary,Drama,Fantasy,Romance,Sci-Fi,Thriller,MPAA_G,MPAA_NC-17,MPAA_PG,MPAA_PG-13,MPAA_R,total_revenue,target,movie_id
13644,7,12,46,-0.4707409682578995,1,4,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.12921270430416754,-0.42630983924629806,1516
13645,7,12,46,-0.4707409682578995,2,4,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.12921270430416754,-0.42090384182820906,1516
13646,7,12,46,-0.4707409682578995,3,4,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.12921270430416754,-0.41069138944013656,1516
13647,7,12,46,-0.4707409682578995,4,4,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.12921270430416754,-0.5416452684839608,1516
13648,7,12,46,-0.4707409682578995,5,4,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.12921270430416754,-0.6426906792916474,1516
13649,7,12,46,-0.4707409682578995,6,4,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.12921270430416754,-0.578758267677781,1516
13650,7,12,46,-0.4707409682578995,7,4,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.12921270430416754,-0.42240906680567664,1516
13651,7,12,46,-0.4707409682578995,8,4,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.12921270430416754,-0.8108559157855426,1516
13671,11,14,25,-0.8673785139599808,1,4,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.38312369453070094,1.7273417310535761,1518
13672,11,14,25,-0.8673785139599808,2,4,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.38312369453070094,16.175274648374472,1518
13673,11,14,25,-0.8673785139599808,3,4,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.38312369453070094,-0.4859471015159267,1518
13674,11,14,25,-0.8673785139599808,4,4,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.38312369453070094,-0.5007952485878393,1518
13675,11,14,25,-0.8673785139599808,5,4,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.38312369453070094,-0.9013656740442362,1518
13676,11,14,25,-0.8673785139599808,6,4,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.38312369453070094,-0.03146913959435006,1518
13677,11,14,25,-0.8673785139599808,7,4,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.38312369453070094,-0.5836303963259708,1518
13678,11,14,25,-0.8673785139599808,8,4,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.38312369453070094,-0.21556122448979592,1518
13680,9,28,34,0.42169350957178314,1,4,-1.0,-1.8369701987210297e-16,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0.08618150589633464,-0.28253590151611296,1519
13681,9,28,34,0.42169350957178314,2,4,-1.0,-1.8369701987210297e-16,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0.08618150589633464,-0.5531758558754695,1519
13682,9,28,34,0.42169350957178314,3,4,-1.0,-1.8369701987210297e-16,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0.08618150589633464,426.86788172239477,1519
13683,9,28,34,0.42169350957178314,4,4,-1.0,-1.8369701987210297e-16,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0.08618150589633464,-0.9417731639028576,1519
13684,9,28,34,0.42169350957178314,5,4,-1.0,-1.8369701987210297e-16,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0.08618150589633464,0.8565534295066899,1519
13685,9,28,34,0.42169350957178314,6,4,-1.0,-1.8369701987210297e-16,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0.08618150589633464,4.610063485218331,1519
13686,9,28,34,0.42169350957178314,7,4,-1.0,-1.8369701987210297e-16,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0.08618150589633464,-0.5013601870321717,1519
13687,9,28,34,0.42169350957178314,8,4,-1.0,-1.8369701987210297e-16,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0.08618150589633464,-0.3206197860199228,1519
13689,9,12,25,-0.4211612750451394,1,4,-1.0,-1.8369701987210297e-16,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.16509520016997242,-0.21583292052385522,1520
13690,9,12,25,-0.4211612750451394,2,4,-1.0,-1.8369701987210297e-16,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.16509520016997242,1.282513047662525,1520
13691,9,12,25,-0.4211612750451394,3,4,-1.0,-1.8369701987210297e-16,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.16509520016997242,-0.10461773644101421,1520
13692,9,12,25,-0.4211612750451394,4,4,-1.0,-1.8369701987210297e-16,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.16509520016997242,-0.19196868419527463,1520
13693,9,12,25,-0.4211612750451394,5,4,-1.0,-1.8369701987210297e-16,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.16509520016997242,-0.4959639459787394,1520
13694,9,12,25,-0.4211612750451394,6,4,-1.0,-1.8369701987210297e-16,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.16509520016997242,13.564252468056091,1520
13695,9,12,25,-0.4211612750451394,7,4,-1.0,-1.8369701987210297e-16,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.16509520016997242,0.10852453290147024,1520
13696,9,12,25,-0.4211612750451394,8,4,-1.0,-1.8369701987210297e-16,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.16509520016997242,-0.9193541900906256,1520
13698,8,20,32,-0.5699003546834198,1,4,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4660190861409844,-0.6331172752316435,1521
13699,8,20,32,-0.5699003546834198,2,4,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4660190861409844,-0.3810215573900745,1521
13700,8,20,32,-0.5699003546834198,3,4,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4660190861409844,-0.5173913884552722,1521
13701,8,20,32,-0.5699003546834198,4,4,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4660190861409844,-0.4861514400898961,1521
13702,8,20,32,-0.5699003546834198,5,4,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4660190861409844,-0.5131229795926462,1521
13703,8,20,32,-0.5699003546834198,6,4,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4660190861409844,-0.17515146084014263,1521
13704,8,20,32,-0.5699003546834198,7,4,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4660190861409844,-0.3816156814201246,1521
13705,8,20,32,-0.5699003546834198,8,4,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4660190861409844,-0.39975403683058885,1521
13707,4,21,22,0.6695919756355839,1,4,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.5603722597152212,-0.39345787645685776,1522
13708,4,21,22,0.6695919756355839,2,4,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.5603722597152212,3.0922808363198753,1522
13709,4,21,22,0.6695919756355839,3,4,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.5603722597152212,32.415445667418545,1522
13710,4,21,22,0.6695919756355839,4,4,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.5603722597152212,-0.9529587024562981,1522
13711,4,21,22,0.6695919756355839,5,4,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.5603722597152212,-0.8744480078944122,1522
13712,4,21,22,0.6695919756355839,6,4,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.5603722597152212,99.11558677604755,1522
13713,4,21,22,0.6695919756355839,7,4,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.5603722597152212,-0.3700571084265228,1522
13714,4,21,22,0.6695919756355839,8,4,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.5603722597152212,-0.3540830481899464,1522
13716,5,13,38,-1.0161175935982611,1,4,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.5878641544646255,3.890282502216382,1523
13717,5,13,38,-1.0161175935982611,2,4,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.5878641544646255,-0.6914055810159673,1523
13718,5,13,38,-1.0161175935982611,3,4,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.5878641544646255,-0.3755114285000042,1523
13719,5,13,38,-1.0161175935982611,4,4,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.5878641544646255,-0.09568872342980665,1523
13720,5,13,38,-1.0161175935982611,5,4,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.5878641544646255,-0.3368185587515751,1523
13721,5,13,38,-1.0161175935982611,6,4,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.5878641544646255,-0.34095672488597173,1523
13722,5,13,38,-1.0161175935982611,7,4,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.5878641544646255,-0.40536854294462993,1523
13723,5,13,38,-1.0161175935982611,8,4,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.5878641544646255,-0.40882509907229725,1523
13725,6,5,37,0.5208528959973034,1,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5564017382870154,-0.2853756545258728,1524
13726,6,5,37,0.5208528959973034,2,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5564017382870154,-0.38538255276575556,1524
13727,6,5,37,0.5208528959973034,3,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5564017382870154,-0.6561665887448461,1524
13728,6,5,37,0.5208528959973034,4,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5564017382870154,-0.8935431049163577,1524
13729,6,5,37,0.5208528959973034,5,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5564017382870154,-0.05372480496148451,1524
13730,6,5,37,0.5208528959973034,6,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5564017382870154,62.646137841352406,1524
13731,6,5,37,0.5208528959973034,7,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5564017382870154,-0.9972025103036376,1524
13732,6,5,37,0.5208528959973034,8,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5564017382870154,10.444639205375402,1524
13734,11,24,32,0.07463565708246211,1,2,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.23404232189442564,2.065489837402769,1525
13735,11,24,32,0.07463565708246211,2,2,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.23404232189442564,-0.39447272531200955,1525
13736,11,24,32,0.07463565708246211,3,2,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.23404232189442564,-0.42523494276081203,1525
13737,11,24,32,0.07463565708246211,4,2,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.23404232189442564,-0.6284280707506424,1525
13738,11,24,32,0.07463565708246211,5,2,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.23404232189442564,-0.8048554927306996,1525
13739,11,24,32,0.07463565708246211,6,2,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.23404232189442564,0.3114320851164264,1525
13740,11,24,32,0.07463565708246211,7,2,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.23404232189442564,-0.42803625005624113,1525
13741,11,24,32,0.07463565708246211,8,2,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.23404232189442564,-0.3970662515422259,1525
13743,11,7,25,1.2149686009759455,1,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.384107382186218,1.4166823629712608,1526
13744,11,7,25,1.2149686009759455,2,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.384107382186218,1.3851126844916277,1526
13745,11,7,25,1.2149686009759455,3,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.384107382186218,0.15051647811116575,1526
13746,11,7,25,1.2149686009759455,4,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.384107382186218,-0.2517867446790063,1526
13747,11,7,25,1.2149686009759455,5,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.384107382186218,-0.7021159483557359,1526
13748,11,7,25,1.2149686009759455,6,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.384107382186218,-0.9468802189178857,1526
13749,11,7,25,1.2149686009759455,7,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.384107382186218,-0.1737689393939394,1526
13750,11,7,25,1.2149686009759455,8,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.384107382186218,76.65936962750716,1526
13752,12,12,25,-0.5203206614706597,1,4,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5854213132518442,0.2329341640772189,1527
13753,12,12,25,-0.5203206614706597,2,4,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5854213132518442,-0.9953157973591901,1527
13754,12,12,25,-0.5203206614706597,3,4,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5854213132518442,0.18479632816982214,1527
13755,12,12,25,-0.5203206614706597,4,4,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5854213132518442,52.84020144302939,1527
13756,12,12,25,-0.5203206614706597,5,4,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5854213132518442,-0.6928908831555222,1527
13757,12,12,25,-0.5203206614706597,6,4,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5854213132518442,-0.6075856504632308,1527
13758,12,12,25,-0.5203206614706597,7,4,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5854213132518442,-0.5516329089362211,1527
13759,12,12,25,-0.5203206614706597,8,4,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5854213132518442,-0.8549314646670606,1527
13770,11,13,37,-0.17326280898133864,1,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.49649510158189036,8.227643732187355,1529
13771,11,13,37,-0.17326280898133864,2,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.49649510158189036,-0.5789469428808443,1529
13772,11,13,37,-0.17326280898133864,3,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.49649510158189036,23.539174984542,1529
13773,11,13,37,-0.17326280898133864,4,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.49649510158189036,-0.6709306896974827,1529
13774,11,13,37,-0.17326280898133864,5,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.49649510158189036,4.228831607863728,1529
13775,11,13,37,-0.17326280898133864,6,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.49649510158189036,-0.8280952954846749,1529
13776,11,13,37,-0.17326280898133864,7,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.49649510158189036,-0.9043783489483105,1529
13777,11,13,37,-0.17326280898133864,8,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.49649510158189036,20.02587413748264,1529
13779,6,28,24,-0.966537900385501,1,4,1.2246467991473532e-16,-1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.6605427557638996,-0.04464781082643711,1530
13780,6,28,24,-0.966537900385501,2,4,1.2246467991473532e-16,-1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.6605427557638996,-0.34775405907668233,1530
13781,6,28,24,-0.966537900385501,3,4,1.2246467991473532e-16,-1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.6605427557638996,5.771624319334189,1530
13782,6,28,24,-0.966537900385501,4,4,1.2246467991473532e-16,-1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.6605427557638996,0.20434401089532078,1530
13783,6,28,24,-0.966537900385501,5,4,1.2246467991473532e-16,-1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.6605427557638996,-0.264871809900098,1530
13784,6,28,24,-0.966537900385501,6,4,1.2246467991473532e-16,-1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.6605427557638996,-0.32628651469342196,1530
13785,6,28,24,-0.966537900385501,7,4,1.2246467991473532e-16,-1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.6605427557638996,-0.20731302658965975,1530
13786,6,28,24,-0.966537900385501,8,4,1.2246467991473532e-16,-1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.6605427557638996,-0.23321643726545166,1530
13788,11,4,38,0.6200122824228238,1,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.6245625676306314,2.241720343338569,1531
13789,11,4,38,0.6200122824228238,2,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.6245625676306314,1.2131362267131132,1531
13790,11,4,38,0.6200122824228238,3,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.6245625676306314,0.48525781664779777,1531
13791,11,4,38,0.6200122824228238,4,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.6245625676306314,-0.39277302643886086,1531
13792,11,4,38,0.6200122824228238,5,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.6245625676306314,-0.2933094597563945,1531
13793,11,4,38,0.6200122824228238,6,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.6245625676306314,-0.6188722452152357,1531
13794,11,4,38,0.6200122824228238,7,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.6245625676306314,-0.5803139797037699,1531
13795,11,4,38,0.6200122824228238,8,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.6245625676306314,-0.48557524971597066,1531
13797,9,22,39,-0.8177988207472205,1,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.49753480718303866,-0.09796232666187824,1532
13798,9,22,39,-0.8177988207472205,2,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.49753480718303866,4.87332137733142,1532
13799,9,22,39,-0.8177988207472205,3,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.49753480718303866,-0.9907736390384749,1532
13800,9,22,39,-0.8177988207472205,4,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.49753480718303866,1.4981466772570824,1532
13801,9,22,39,-0.8177988207472205,5,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.49753480718303866,-0.33654814265274763,1532
13802,9,22,39,-0.8177988207472205,6,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.49753480718303866,1.939776357827476,1532
13803,9,22,39,-0.8177988207472205,7,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.49753480718303866,1.2690865619735912,1532
13804,9,22,39,-0.8177988207472205,8,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.49753480718303866,2.577158867761866,1532
13824,7,25,36,-1.0656972868110213,1,4,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.3132310685989115,-0.5637696077259619,1535
13825,7,25,36,-1.0656972868110213,2,4,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.3132310685989115,-0.46899281926373326,1535
13826,7,25,36,-1.0656972868110213,3,4,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.3132310685989115,-0.43537829213831386,1535
13827,7,25,36,-1.0656972868110213,4,4,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.3132310685989115,-0.933677571635396,1535
13828,7,25,36,-1.0656972868110213,5,4,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.3132310685989115,-0.49170938161297906,1535
13829,7,25,36,-1.0656972868110213,6,4,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.3132310685989115,16.926300791947302,1535
13830,7,25,36,-1.0656972868110213,7,4,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.3132310685989115,-0.1374832397304319,1535
13831,7,25,36,-1.0656972868110213,8,4,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.3132310685989115,-0.3554464142534711,1535
13833,9,26,25,0.6200122824228238,1,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5530462870270998,-0.5227671273003646,1536
13834,9,26,25,0.6200122824228238,2,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5530462870270998,-0.580706702057067,1536
13835,9,26,25,0.6200122824228238,3,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5530462870270998,24.18530168150346,1536
13836,9,26,25,0.6200122824228238,4,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5530462870270998,-0.05093875896716484,1536
13837,9,26,25,0.6200122824228238,5,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5530462870270998,-0.2785255895638874,1536
13838,9,26,25,0.6200122824228238,6,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5530462870270998,-0.3433471028399751,1536
13839,9,26,25,0.6200122824228238,7,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5530462870270998,-0.06989549740927212,1536
13840,9,26,25,0.6200122824228238,8,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5530462870270998,-0.038901911287414354,1536
13842,1,6,45,-0.4211612750451394,1,4,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.10174921198225227,-0.352407813355181,1537
13843,1,6,45,-0.4211612750451394,2,4,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.10174921198225227,-0.5024358820229222,1537
13844,1,6,45,-0.4211612750451394,3,4,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.10174921198225227,-0.3642466725970837,1537
13845,1,6,45,-0.4211612750451394,4,4,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.10174921198225227,-0.39696148169731366,1537
13846,1,6,45,-0.4211612750451394,5,4,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.10174921198225227,-0.2545515658562973,1537
13847,1,6,45,-0.4211612750451394,6,4,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.10174921198225227,-0.478380088291698,1537
13848,1,6,45,-0.4211612750451394,7,4,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.10174921198225227,-0.6204003349631271,1537
13849,1,6,45,-0.4211612750451394,8,4,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.10174921198225227,-0.581623067945689,1537
13869,5,15,37,0.4712732027845433,1,4,0.49999999999999994,-0.8660254037844387,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0.9680607945725546,-0.4187772018086946,1540
13870,5,15,37,0.4712732027845433,2,4,0.49999999999999994,-0.8660254037844387,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0.9680607945725546,-0.37872401811599266,1540
13871,5,15,37,0.4712732027845433,3,4,0.49999999999999994,-0.8660254037844387,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0.9680607945725546,22.614156730498042,1540
13872,5,15,37,0.4712732027845433,4,4,0.49999999999999994,-0.8660254037844387,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0.9680607945725546,-0.9845095098992246,1540
