,Year,total_minutes,Revenue,month_sin_1,month_cos_1,month_sin_2,month_cos_2,month_sin_3,month_cos_3,month_sin_4,month_cos_4,Action,Adventure,Comedy,Crime,Documentary,Drama,Fantasy,Romance,Sci-Fi,Thriller,week_sin_1,week_cos_1,week_sin_2,week_cos_2,week_sin_3,week_cos_3,week_sin_4,week_cos_4,last_week_revenue,target,change_from_last_week,rolling_std_2,rolling_mean_2,MPAA_G,MPAA_NC-17,MPAA_PG,MPAA_PG-13,MPAA_R,movie_id
12323,23,92,10.903199892549356,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999,1,1,0,0,0,0,0,0,1,1,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,-0.9749279121818235,-0.2225209339563148,11.56033372236522,10.420344948533838,-0.657133829815864,0.341430005242819,10.661772420541597,0,0,0,0,1,1369
12324,23,92,10.420344948533838,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999,1,1,0,0,0,0,0,0,1,1,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,0.9749279121818237,-0.22252093395631387,10.903199892549356,10.134202369346657,-0.4828549440155179,0.20233335812945058,10.277273658940247,0,0,0,0,1,1369
12325,23,92,10.134202369346657,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999,1,1,0,0,0,0,0,0,1,1,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680295,0.6234898018587339,-0.7818314824680302,0.6234898018587329,10.420344948533838,17.236971571754662,-0.28614257918718167,5.022416268225668,13.68558697055066,0,0,0,0,1,1369
12326,23,92,17.236971571754662,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999,1,1,0,0,0,0,0,0,1,1,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,0.4338837391175589,-0.9009688679024188,10.134202369346657,18.087548413629495,7.102769202408005,0.6014486528099691,17.66225999269208,0,0,0,0,1,1369
12327,23,92,18.087548413629495,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999,1,1,0,0,0,0,0,0,1,1,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,17.236971571754662,17.29565959077574,0.8505768418748332,0.5599499565857599,17.691604002202617,0,0,0,0,1,1369
12328,23,92,17.29565959077574,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999,1,1,0,0,0,0,0,0,1,1,0.7818314824680296,0.6234898018587337,0.9749279121818237,-0.22252093395631387,0.4338837391175589,-0.9009688679024188,-0.4338837391175571,-0.9009688679024196,18.087548413629495,16.71280468973763,-0.7918888228537533,0.41214065297190705,17.004232140256686,0,0,0,0,1,1369
12331,37,124,18.82367045746446,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,0,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,0.7818314824680296,0.6234898018587337,19.50658470615814,18.215624501577395,-0.682914248693681,0.4299534186807995,18.519647479520927,0,0,1,0,0,1370
12332,37,124,18.215624501577395,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,0,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,-0.9749279121818235,-0.2225209339563148,18.82367045746446,17.627433962599888,-0.6080459558870643,0.41591351874076554,17.92152923208864,0,0,1,0,0,1370
12333,37,124,17.627433962599888,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,0.9749279121818237,-0.22252093395631387,18.215624501577395,17.120032378112594,-0.5881905389775071,0.3587871011757632,17.37373317035624,0,0,1,0,0,1370
12334,37,124,17.120032378112594,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,0,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680295,0.6234898018587339,-0.7818314824680302,0.6234898018587329,17.627433962599888,16.65628174006286,-0.5074015844872939,0.3279212209445491,16.888157059087725,0,0,1,0,0,1370
12335,37,124,16.65628174006286,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,0,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,0.4338837391175589,-0.9009688679024188,17.120032378112594,16.194765445982714,-0.46375063804973493,0.3263413011721435,16.42552359302279,0,0,1,0,0,1370
12336,37,124,16.194765445982714,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,0,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,16.65628174006286,15.611784820159462,-0.4615162940801447,0.41222955381998555,15.903275133071087,0,0,1,0,0,1370
12337,37,124,15.611784820159462,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,0,0.7818314824680296,0.6234898018587337,0.9749279121818237,-0.22252093395631387,0.4338837391175589,-0.9009688679024188,-0.4338837391175571,-0.9009688679024196,16.194765445982714,14.91574153584784,-0.5829806258232519,0.4921769263360911,15.26376317800365,0,0,1,0,0,1370
12340,44,147,18.260501780479803,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,1,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,0.7818314824680296,0.6234898018587337,19.06849938450263,17.500108735478385,-0.8079976040228267,0.5376790784875917,17.880305257979096,0,0,1,0,0,1371
12341,44,147,17.500108735478385,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,1,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,-0.9749279121818235,-0.2225209339563148,18.260501780479803,17.06397994175155,-0.7603930450014182,0.3083896275149622,17.282044338614966,0,0,1,0,0,1371
12342,44,147,17.06397994175155,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,1,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,0.9749279121818237,-0.22252093395631387,17.500108735478385,16.368322710490272,-0.43612879372683366,0.4919039456063199,16.71615132612091,0,0,1,0,0,1371
12343,44,147,16.368322710490272,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,1,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680295,0.6234898018587339,-0.7818314824680302,0.6234898018587329,17.06397994175155,15.868689614823902,-0.6956572312612792,0.3532939500509454,16.118506162657088,0,0,1,0,0,1371
12344,44,147,15.868689614823902,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,1,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,0.4338837391175589,-0.9009688679024188,16.368322710490272,15.396797936081908,-0.49963309566637015,0.33367780602400937,15.632743775452905,0,0,1,0,0,1371
12345,44,147,15.396797936081908,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,1,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,15.868689614823902,14.996987722087681,-0.47189167874199356,0.2827085135030239,15.196892829084796,0,0,1,0,0,1371
12346,44,147,14.996987722087681,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,1,0.7818314824680296,0.6234898018587337,0.9749279121818237,-0.22252093395631387,0.4338837391175589,-0.9009688679024188,-0.4338837391175571,-0.9009688679024196,15.396797936081908,14.38746138411769,-0.3998102139942272,0.43100020689043417,14.692224553102687,0,0,1,0,0,1371
12349,40,128,18.420383999928212,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,0,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,0.7818314824680296,0.6234898018587337,19.137482608397093,17.57728144097174,-0.7170986084688806,0.5961635366738537,17.998832720449975,0,0,0,1,0,1372
12350,40,128,17.57728144097174,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,0,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,-0.9749279121818235,-0.2225209339563148,18.420383999928212,17.039146634833617,-0.843102558956474,0.3805187706127748,17.30821403790268,0,0,0,1,0,1372
12351,40,128,17.039146634833617,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,0.9749279121818237,-0.22252093395631387,17.57728144097174,16.6990252487082,-0.538134806138121,0.24050213855586072,16.86908594177091,0,0,0,1,0,1372
12352,40,128,16.6990252487082,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,0,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680295,0.6234898018587339,-0.7818314824680302,0.6234898018587329,17.039146634833617,16.197791375363202,-0.34012138612541776,0.35442587080266036,16.448408312035703,0,0,0,1,0,1372
12353,40,128,16.197791375363202,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,0,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,0.4338837391175589,-0.9009688679024188,16.6990252487082,15.617528891302303,-0.5012338733449972,0.4103075373476293,15.907660133332753,0,0,0,1,0,1372
12354,40,128,15.617528891302303,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,0,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,16.197791375363202,14.889632047009739,-0.5802624840608992,0.514700794603579,15.25358046915602,0,0,0,1,0,1372
12355,40,128,14.889632047009739,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0,1,1,0,0,0,0,0,0,1,0,0.7818314824680296,0.6234898018587337,0.9749279121818237,-0.22252093395631387,0.4338837391175589,-0.9009688679024188,-0.4338837391175571,-0.9009688679024196,15.617528891302303,14.329130274614641,-0.7278968442925642,0.3963346041276848,14.609381160812191,0,0,0,1,0,1372
12358,27,96,16.254066241319823,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018,0,0,1,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,0.7818314824680296,0.6234898018587337,15.214665861480094,15.76937456250736,1.0394003798397282,0.3427287728729846,16.011720401913593,0,0,0,0,1,1373
