,Title,Domestic,International,Genre,Month,Day,Year,MPAA,total_minutes,Budget,days_in_release,Week,Revenue,release_dayofweek,month_sin_1,month_cos_1,month_sin_2,month_cos_2,month_sin_3,month_cos_3,month_sin_4,month_cos_4
2896,Little Voice,4611784,4611784,Comedy Drama Music Romance,12,4,1998,R,97,,393,5,345346,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
3590,Little Voice,4611784,4611784,Comedy Drama Music Romance,12,4,1998,R,97,,393,6,292033,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
4284,Little Voice,4611784,4611784,Comedy Drama Music Romance,12,4,1998,R,97,,393,7,425208,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
4978,Little Voice,4611784,4611784,Comedy Drama Music Romance,12,4,1998,R,97,,393,8,664703,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
5672,Little Voice,4611784,4611784,Comedy Drama Music Romance,12,4,1998,R,97,,393,9,654055,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
534,London Has Fallen,62524260,143230187,Action Thriller,3,4,2016,R,99,60000000,303,1,123627,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
1228,London Has Fallen,62524260,143230187,Action Thriller,3,4,2016,R,99,60000000,303,2,189720,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
1922,London Has Fallen,62524260,143230187,Action Thriller,3,4,2016,R,99,60000000,303,3,135798,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2616,London Has Fallen,62524260,143230187,Action Thriller,3,4,2016,R,99,60000000,303,4,83444,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
3310,London Has Fallen,62524260,143230187,Action Thriller,3,4,2016,R,99,60000000,303,5,430481,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
4004,London Has Fallen,62524260,143230187,Action Thriller,3,4,2016,R,99,60000000,303,6,268561,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
4698,London Has Fallen,62524260,143230187,Action Thriller,3,4,2016,R,99,60000000,303,7,193423,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
5392,London Has Fallen,62524260,143230187,Action Thriller,3,4,2016,R,99,60000000,303,8,28182052,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
6086,London Has Fallen,62524260,143230187,Action Thriller,3,4,2016,R,99,60000000,303,9,15013768,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
693,Look Back,2002270,10644047,Animation Drama,10,4,2024,,58,,163,1,1308514,4,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003
1387,Look Back,2002270,10644047,Animation Drama,10,4,2024,,58,,163,2,431396,4,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003
2081,Look Back,2002270,10644047,Animation Drama,10,4,2024,,58,,163,3,143387,4,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003
2775,Look Back,2002270,10644047,Animation Drama,10,4,2024,,58,,163,4,60334,4,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003
3469,Look Back,2002270,10644047,Animation Drama,10,4,2024,,58,,163,5,28316,4,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003
4163,Look Back,2002270,10644047,Animation Drama,10,4,2024,,58,,163,6,2124,4,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003
4857,Look Back,2002270,10644047,Animation Drama,10,4,2024,,58,,163,7,2103,4,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003
5551,Look Back,2002270,10644047,Animation Drama,10,4,2024,,58,,163,8,7498,4,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003
6245,Look Back,2002270,10644047,Animation Drama,10,4,2024,,58,,163,9,14468,4,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003
430,Looper,66486205,110020614,Action Drama Sci-Fi Thriller,9,28,2012,R,119,30000000,460,1,28100651,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
1124,Looper,66486205,110020614,Action Drama Sci-Fi Thriller,9,28,2012,R,119,30000000,460,2,17041774,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
1818,Looper,66486205,110020614,Action Drama Sci-Fi Thriller,9,28,2012,R,119,30000000,460,3,8497707,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
2512,Looper,66486205,110020614,Action Drama Sci-Fi Thriller,9,28,2012,R,119,30000000,460,4,5773174,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
3206,Looper,66486205,110020614,Action Drama Sci-Fi Thriller,9,28,2012,R,119,30000000,460,5,3037715,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
3900,Looper,66486205,110020614,Action Drama Sci-Fi Thriller,9,28,2012,R,119,30000000,460,6,1636212,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
4594,Looper,66486205,110020614,Action Drama Sci-Fi Thriller,9,28,2012,R,119,30000000,460,7,823428,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
5288,Looper,66486205,110020614,Action Drama Sci-Fi Thriller,9,28,2012,R,119,30000000,460,8,355956,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
5982,Looper,66486205,110020614,Action Drama Sci-Fi Thriller,9,28,2012,R,119,30000000,460,9,448558,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
517,Love & Mercy,12551031,16090745,Biography Drama Music,6,5,2015,PG-13,121,,210,1,2447194,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
1211,Love & Mercy,12551031,16090745,Biography Drama Music,6,5,2015,PG-13,121,,210,2,2527402,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
1905,Love & Mercy,12551031,16090745,Biography Drama Music,6,5,2015,PG-13,121,,210,3,1806143,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
2599,Love & Mercy,12551031,16090745,Biography Drama Music,6,5,2015,PG-13,121,,210,4,1110087,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
3293,Love & Mercy,12551031,16090745,Biography Drama Music,6,5,2015,PG-13,121,,210,5,643251,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
3987,Love & Mercy,12551031,16090745,Biography Drama Music,6,5,2015,PG-13,121,,210,6,381685,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
4681,Love & Mercy,12551031,16090745,Biography Drama Music,6,5,2015,PG-13,121,,210,7,204029,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
5375,Love & Mercy,12551031,16090745,Biography Drama Music,6,5,2015,PG-13,121,,210,8,132138,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
6069,Love & Mercy,12551031,16090745,Biography Drama Music,6,5,2015,PG-13,121,,210,9,78350,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
393,Love & Other Drugs,32367005,70453003,Comedy Drama Romance,11,24,2010,R,112,30000000,403,1,4162371,2,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018
1087,Love & Other Drugs,32367005,70453003,Comedy Drama Romance,11,24,2010,R,112,30000000,403,2,12759706,2,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018
1781,Love & Other Drugs,32367005,70453003,Comedy Drama Romance,11,24,2010,R,112,30000000,403,3,7726350,2,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018
2475,Love & Other Drugs,32367005,70453003,Comedy Drama Romance,11,24,2010,R,112,30000000,403,4,4440836,2,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018
3169,Love & Other Drugs,32367005,70453003,Comedy Drama Romance,11,24,2010,R,112,30000000,403,5,1650090,2,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018
3863,Love & Other Drugs,32367005,70453003,Comedy Drama Romance,11,24,2010,R,112,30000000,403,6,322006,2,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018
4557,Love & Other Drugs,32367005,70453003,Comedy Drama Romance,11,24,2010,R,112,30000000,403,7,331785,2,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018
5251,Love & Other Drugs,32367005,70453003,Comedy Drama Romance,11,24,2010,R,112,30000000,403,8,422289,2,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018
5945,Love & Other Drugs,32367005,70453003,Comedy Drama Romance,11,24,2010,R,112,30000000,403,9,241534,2,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018
188,Lovely & Amazing,4222923,454929,Comedy Drama Romance,6,28,2002,R,91,,187,1,171229,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
882,Lovely & Amazing,4222923,454929,Comedy Drama Romance,6,28,2002,R,91,,187,2,163584,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
1576,Lovely & Amazing,4222923,454929,Comedy Drama Romance,6,28,2002,R,91,,187,3,106697,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
2270,Lovely & Amazing,4222923,454929,Comedy Drama Romance,6,28,2002,R,91,,187,4,722512,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
2964,Lovely & Amazing,4222923,454929,Comedy Drama Romance,6,28,2002,R,91,,187,5,870153,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
3658,Lovely & Amazing,4222923,454929,Comedy Drama Romance,6,28,2002,R,91,,187,6,639674,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
4352,Lovely & Amazing,4222923,454929,Comedy Drama Romance,6,28,2002,R,91,,187,7,430957,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
5046,Lovely & Amazing,4222923,454929,Comedy Drama Romance,6,28,2002,R,91,,187,8,341614,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
5740,Lovely & Amazing,4222923,454929,Comedy Drama Romance,6,28,2002,R,91,,187,9,261944,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
222,Luther,5791328,23622572,Biography Drama History,9,26,2003,PG-13,123,30000000,98,1,1273117,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
916,Luther,5791328,23622572,Biography Drama History,9,26,2003,PG-13,123,30000000,98,2,1208266,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
1610,Luther,5791328,23622572,Biography Drama History,9,26,2003,PG-13,123,30000000,98,3,871733,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
2304,Luther,5791328,23622572,Biography Drama History,9,26,2003,PG-13,123,30000000,98,4,572426,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
2998,Luther,5791328,23622572,Biography Drama History,9,26,2003,PG-13,123,30000000,98,5,532416,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
3692,Luther,5791328,23622572,Biography Drama History,9,26,2003,PG-13,123,30000000,98,6,511704,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
4386,Luther,5791328,23622572,Biography Drama History,9,26,2003,PG-13,123,30000000,98,7,372361,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
5080,Luther,5791328,23622572,Biography Drama History,9,26,2003,PG-13,123,30000000,98,8,252623,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
5774,Luther,5791328,23622572,Biography Drama History,9,26,2003,PG-13,123,30000000,98,9,120560,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
341,Made of Honor,46012734,60394938,Comedy Romance,5,2,2008,PG-13,101,40000000,244,1,18675171,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
1035,Made of Honor,46012734,60394938,Comedy Romance,5,2,2008,PG-13,101,40000000,244,2,10525398,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
1729,Made of Honor,46012734,60394938,Comedy Romance,5,2,2008,PG-13,101,40000000,244,3,6460730,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
2423,Made of Honor,46012734,60394938,Comedy Romance,5,2,2008,PG-13,101,40000000,244,4,5304020,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
3117,Made of Honor,46012734,60394938,Comedy Romance,5,2,2008,PG-13,101,40000000,244,5,2920123,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
3811,Made of Honor,46012734,60394938,Comedy Romance,5,2,2008,PG-13,101,40000000,244,6,1212016,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
4505,Made of Honor,46012734,60394938,Comedy Romance,5,2,2008,PG-13,101,40000000,244,7,480277,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
5199,Made of Honor,46012734,60394938,Comedy Romance,5,2,2008,PG-13,101,40000000,244,8,244039,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
5893,Made of Honor,46012734,60394938,Comedy Romance,5,2,2008,PG-13,101,40000000,244,9,190960,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
408,Madea's Big Happy Family,53345287,816000,Comedy Drama,4,22,2011,PG-13,106,,254,1,89180,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
1102,Madea's Big Happy Family,53345287,816000,Comedy Drama,4,22,2011,PG-13,106,,254,2,28978,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
1796,Madea's Big Happy Family,53345287,816000,Comedy Drama,4,22,2011,PG-13,106,,254,3,202684,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
2490,Madea's Big Happy Family,53345287,816000,Comedy Drama,4,22,2011,PG-13,106,,254,4,154774,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
3184,Madea's Big Happy Family,53345287,816000,Comedy Drama,4,22,2011,PG-13,106,,254,5,1195920,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
3878,Madea's Big Happy Family,53345287,816000,Comedy Drama,4,22,2011,PG-13,106,,254,6,516091,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
4572,Madea's Big Happy Family,53345287,816000,Comedy Drama,4,22,2011,PG-13,106,,254,7,210026,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
5266,Madea's Big Happy Family,53345287,816000,Comedy Drama,4,22,2011,PG-13,106,,254,8,115257,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
5960,Madea's Big Happy Family,53345287,816000,Comedy Drama,4,22,2011,PG-13,106,,254,9,65387,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
224,Mambo Italiano,3205730,3385232,Comedy Drama Romance,9,19,2003,R,88,,105,1,1025208,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
918,Mambo Italiano,3205730,3385232,Comedy Drama Romance,9,19,2003,R,88,,105,2,699508,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
1612,Mambo Italiano,3205730,3385232,Comedy Drama Romance,9,19,2003,R,88,,105,3,533907,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
2306,Mambo Italiano,3205730,3385232,Comedy Drama Romance,9,19,2003,R,88,,105,4,337483,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
3000,Mambo Italiano,3205730,3385232,Comedy Drama Romance,9,19,2003,R,88,,105,5,196747,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
3694,Mambo Italiano,3205730,3385232,Comedy Drama Romance,9,19,2003,R,88,,105,6,138898,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
4388,Mambo Italiano,3205730,3385232,Comedy Drama Romance,9,19,2003,R,88,,105,7,87571,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
5082,Mambo Italiano,3205730,3385232,Comedy Drama Romance,9,19,2003,R,88,,105,8,49192,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
5776,Mambo Italiano,3205730,3385232,Comedy Drama Romance,9,19,2003,R,88,,105,9,51691,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
330,Mamma Mia!,144290968,465711574,Comedy Musical Romance,7,18,2008,PG-13,108,52000000,649,1,44848740,4,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999
1024,Mamma Mia!,144290968,465711574,Comedy Musical Romance,7,18,2008,PG-13,108,52000000,649,2,30005870,4,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999
1718,Mamma Mia!,144290968,465711574,Comedy Musical Romance,7,18,2008,PG-13,108,52000000,649,3,21081315,4,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999
2412,Mamma Mia!,144290968,465711574,Comedy Musical Romance,7,18,2008,PG-13,108,52000000,649,4,13981540,4,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999
3106,Mamma Mia!,144290968,465711574,Comedy Musical Romance,7,18,2008,PG-13,108,52000000,649,5,10237595,4,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999
3800,Mamma Mia!,144290968,465711574,Comedy Musical Romance,7,18,2008,PG-13,108,52000000,649,6,6935620,4,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999
4494,Mamma Mia!,144290968,465711574,Comedy Musical Romance,7,18,2008,PG-13,108,52000000,649,7,6493425,4,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999
5188,Mamma Mia!,144290968,465711574,Comedy Musical Romance,7,18,2008,PG-13,108,52000000,649,8,3989230,4,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999
5882,Mamma Mia!,144290968,465711574,Comedy Musical Romance,7,18,2008,PG-13,108,52000000,649,9,2572380,4,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999
117,Man on the Moon,34607430,12827000,Biography Comedy Drama,12,22,1999,R,118,82000000,376,1,14386680,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
811,Man on the Moon,34607430,12827000,Biography Comedy Drama,12,22,1999,R,118,82000000,376,2,7723485,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
1505,Man on the Moon,34607430,12827000,Biography Comedy Drama,12,22,1999,R,118,82000000,376,3,4295595,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
2199,Man on the Moon,34607430,12827000,Biography Comedy Drama,12,22,1999,R,118,82000000,376,4,1702040,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
2893,Man on the Moon,34607430,12827000,Biography Comedy Drama,12,22,1999,R,118,82000000,376,5,580160,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
3587,Man on the Moon,34607430,12827000,Biography Comedy Drama,12,22,1999,R,118,82000000,376,6,486810,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
4281,Man on the Moon,34607430,12827000,Biography Comedy Drama,12,22,1999,R,118,82000000,376,7,4758620,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
4975,Man on the Moon,34607430,12827000,Biography Comedy Drama,12,22,1999,R,118,82000000,376,8,345440,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
5669,Man on the Moon,34607430,12827000,Biography Comedy Drama,12,22,1999,R,118,82000000,376,9,210980,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
