,Title,Domestic,International,Genre,Month,Day,Year,MPAA,total_minutes,Budget,days_in_release,Week,Revenue,release_dayofweek,month_sin_1,month_cos_1,month_sin_2,month_cos_2,month_sin_3,month_cos_3,month_sin_4,month_cos_4
334,"10,000 BC",94784201,175000000,Action Adventure Drama Fantasy History,3,7,2008,PG-13,109,105000000,300,1,456554,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
1028,"10,000 BC",94784201,175000000,Action Adventure Drama Fantasy History,3,7,2008,PG-13,109,105000000,300,2,202922,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
1722,"10,000 BC",94784201,175000000,Action Adventure Drama Fantasy History,3,7,2008,PG-13,109,105000000,300,3,444720,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2416,"10,000 BC",94784201,175000000,Action Adventure Drama Fantasy History,3,7,2008,PG-13,109,105000000,300,4,277626,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
3110,"10,000 BC",94784201,175000000,Action Adventure Drama Fantasy History,3,7,2008,PG-13,109,105000000,300,5,160554,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
3804,"10,000 BC",94784201,175000000,Action Adventure Drama Fantasy History,3,7,2008,PG-13,109,105000000,300,6,105831,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
4498,"10,000 BC",94784201,175000000,Action Adventure Drama Fantasy History,3,7,2008,PG-13,109,105000000,300,7,60809,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
5192,"10,000 BC",94784201,175000000,Action Adventure Drama Fantasy History,3,7,2008,PG-13,109,105000000,300,8,39620,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
5886,"10,000 BC",94784201,175000000,Action Adventure Drama Fantasy History,3,7,2008,PG-13,109,105000000,300,9,22663127,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
589,12 Strong,45819713,21539477,Action Drama History War,1,19,2018,R,130,,347,1,1360729,4,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
1283,12 Strong,45819713,21539477,Action Drama History War,1,19,2018,R,130,,347,2,511827,4,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
1977,12 Strong,45819713,21539477,Action Drama History War,1,19,2018,R,130,,347,3,220388,4,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
2671,12 Strong,45819713,21539477,Action Drama History War,1,19,2018,R,130,,347,4,89825,4,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
3365,12 Strong,45819713,21539477,Action Drama History War,1,19,2018,R,130,,347,5,112330,4,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
4059,12 Strong,45819713,21539477,Action Drama History War,1,19,2018,R,130,,347,6,56859,4,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
4753,12 Strong,45819713,21539477,Action Drama History War,1,19,2018,R,130,,347,7,21124610,4,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
5447,12 Strong,45819713,21539477,Action Drama History War,1,19,2018,R,130,,347,8,11468943,4,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
6141,12 Strong,45819713,21539477,Action Drama History War,1,19,2018,R,130,,347,9,6676626,4,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
190,13 Conversations About One Thing,3288164,418488,Drama,5,24,2002,R,104,,224,1,111955,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
884,13 Conversations About One Thing,3288164,418488,Drama,5,24,2002,R,104,,224,2,141526,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
1578,13 Conversations About One Thing,3288164,418488,Drama,5,24,2002,R,104,,224,3,150746,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
2272,13 Conversations About One Thing,3288164,418488,Drama,5,24,2002,R,104,,224,4,304270,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
2966,13 Conversations About One Thing,3288164,418488,Drama,5,24,2002,R,104,,224,5,266662,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
3660,13 Conversations About One Thing,3288164,418488,Drama,5,24,2002,R,104,,224,6,326657,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
4354,13 Conversations About One Thing,3288164,418488,Drama,5,24,2002,R,104,,224,7,369485,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
5048,13 Conversations About One Thing,3288164,418488,Drama,5,24,2002,R,104,,224,8,280356,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
5742,13 Conversations About One Thing,3288164,418488,Drama,5,24,2002,R,104,,224,9,228196,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
574,20th Century Women,5664764,1550042,Comedy Drama,12,28,2016,R,119,,369,1,41239,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
1268,20th Century Women,5664764,1550042,Comedy Drama,12,28,2016,R,119,,369,2,23603,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
1962,20th Century Women,5664764,1550042,Comedy Drama,12,28,2016,R,119,,369,3,14664,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
2656,20th Century Women,5664764,1550042,Comedy Drama,12,28,2016,R,119,,369,4,12768,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
3350,20th Century Women,5664764,1550042,Comedy Drama,12,28,2016,R,119,,369,5,6510,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
4044,20th Century Women,5664764,1550042,Comedy Drama,12,28,2016,R,119,,369,6,6174,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
4738,20th Century Women,5664764,1550042,Comedy Drama,12,28,2016,R,119,,369,7,2097,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
5432,20th Century Women,5664764,1550042,Comedy Drama,12,28,2016,R,119,,369,8,43172,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
6126,20th Century Women,5664764,1550042,Comedy Drama,12,28,2016,R,119,,369,9,38093,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
221,21 Grams,16290476,44137363,Crime Drama Thriller,11,21,2003,R,124,20000000,407,1,308315,4,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018
915,21 Grams,16290476,44137363,Crime Drama Thriller,11,21,2003,R,124,20000000,407,2,982331,4,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018
1609,21 Grams,16290476,44137363,Crime Drama Thriller,11,21,2003,R,124,20000000,407,3,697762,4,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018
2303,21 Grams,16290476,44137363,Crime Drama Thriller,11,21,2003,R,124,20000000,407,4,465062,4,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018
2997,21 Grams,16290476,44137363,Crime Drama Thriller,11,21,2003,R,124,20000000,407,5,498732,4,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018
3691,21 Grams,16290476,44137363,Crime Drama Thriller,11,21,2003,R,124,20000000,407,6,2383355,4,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018
4385,21 Grams,16290476,44137363,Crime Drama Thriller,11,21,2003,R,124,20000000,407,7,1938686,4,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018
5079,21 Grams,16290476,44137363,Crime Drama Thriller,11,21,2003,R,124,20000000,407,8,1786085,4,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018
5773,21 Grams,16290476,44137363,Crime Drama Thriller,11,21,2003,R,124,20000000,407,9,1616214,4,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018
317,28 Weeks Later,28638916,36409762,Horror Sci-Fi,5,11,2007,R,100,,235,1,13460756,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
1011,28 Weeks Later,28638916,36409762,Horror Sci-Fi,5,11,2007,R,100,,235,2,7660494,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
1705,28 Weeks Later,28638916,36409762,Horror Sci-Fi,5,11,2007,R,100,,235,3,4255512,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
2399,28 Weeks Later,28638916,36409762,Horror Sci-Fi,5,11,2007,R,100,,235,4,1842992,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
3093,28 Weeks Later,28638916,36409762,Horror Sci-Fi,5,11,2007,R,100,,235,5,619390,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
3787,28 Weeks Later,28638916,36409762,Horror Sci-Fi,5,11,2007,R,100,,235,6,295831,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
4481,28 Weeks Later,28638916,36409762,Horror Sci-Fi,5,11,2007,R,100,,235,7,181185,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
5175,28 Weeks Later,28638916,36409762,Horror Sci-Fi,5,11,2007,R,100,,235,8,112819,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
5869,28 Weeks Later,28638916,36409762,Horror Sci-Fi,5,11,2007,R,100,,235,9,71466,4,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,3.061616997868383e-16,-0.8660254037844387,-0.49999999999999983
174,40 Days and 40 Nights,37950822,57195461,Comedy Romance,3,1,2002,R,96,,306,1,115223,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
868,40 Days and 40 Nights,37950822,57195461,Comedy Romance,3,1,2002,R,96,,306,2,93426,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
1562,40 Days and 40 Nights,37950822,57195461,Comedy Romance,3,1,2002,R,96,,306,3,78211,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2256,40 Days and 40 Nights,37950822,57195461,Comedy Romance,3,1,2002,R,96,,306,4,62211,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2950,40 Days and 40 Nights,37950822,57195461,Comedy Romance,3,1,2002,R,96,,306,5,5958979,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
3644,40 Days and 40 Nights,37950822,57195461,Comedy Romance,3,1,2002,R,96,,306,6,4029677,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
4338,40 Days and 40 Nights,37950822,57195461,Comedy Romance,3,1,2002,R,96,,306,7,1436185,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
5032,40 Days and 40 Nights,37950822,57195461,Comedy Romance,3,1,2002,R,96,,306,8,449616,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
5726,40 Days and 40 Nights,37950822,57195461,Comedy Romance,3,1,2002,R,96,,306,9,191754,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
562,47 Meters Down,44307191,17880338,Horror Mystery Thriller,6,16,2017,PG-13,89,5300000,199,1,16825932,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
1256,47 Meters Down,44307191,17880338,Horror Mystery Thriller,6,16,2017,PG-13,89,5300000,199,2,11083522,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
1950,47 Meters Down,44307191,17880338,Horror Mystery Thriller,6,16,2017,PG-13,89,5300000,199,3,7785192,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
2644,47 Meters Down,44307191,17880338,Horror Mystery Thriller,6,16,2017,PG-13,89,5300000,199,4,4302461,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
3338,47 Meters Down,44307191,17880338,Horror Mystery Thriller,6,16,2017,PG-13,89,5300000,199,5,1827350,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
4032,47 Meters Down,44307191,17880338,Horror Mystery Thriller,6,16,2017,PG-13,89,5300000,199,6,685853,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
4726,47 Meters Down,44307191,17880338,Horror Mystery Thriller,6,16,2017,PG-13,89,5300000,199,7,310059,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
5420,47 Meters Down,44307191,17880338,Horror Mystery Thriller,6,16,2017,PG-13,89,5300000,199,8,396687,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
6114,47 Meters Down,44307191,17880338,Horror Mystery Thriller,6,16,2017,PG-13,89,5300000,199,9,217010,4,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3.6739403974420594e-16,-1.0,-4.898587196589413e-16,1.0
228,50 First Dates,120908074,77505354,Comedy Drama Romance,2,13,2004,PG-13,99,75000000,323,1,69015,4,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
922,50 First Dates,120908074,77505354,Comedy Drama Romance,2,13,2004,PG-13,99,75000000,323,2,338301,4,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
1616,50 First Dates,120908074,77505354,Comedy Drama Romance,2,13,2004,PG-13,99,75000000,323,3,297589,4,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
2310,50 First Dates,120908074,77505354,Comedy Drama Romance,2,13,2004,PG-13,99,75000000,323,4,222413,4,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
3004,50 First Dates,120908074,77505354,Comedy Drama Romance,2,13,2004,PG-13,99,75000000,323,5,207847,4,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
3698,50 First Dates,120908074,77505354,Comedy Drama Romance,2,13,2004,PG-13,99,75000000,323,6,133804,4,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
4392,50 First Dates,120908074,77505354,Comedy Drama Romance,2,13,2004,PG-13,99,75000000,323,7,24807066,4,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
5086,50 First Dates,120908074,77505354,Comedy Drama Romance,2,13,2004,PG-13,99,75000000,323,8,15593008,4,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
5780,50 First Dates,120908074,77505354,Comedy Drama Romance,2,13,2004,PG-13,99,75000000,323,9,9564401,4,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
414,50/50,35014192,6083661,Comedy Drama Romance,9,30,2011,R,100,8000000,98,1,11830372,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
1108,50/50,35014192,6083661,Comedy Drama Romance,9,30,2011,R,100,8000000,98,2,8188693,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
1802,50/50,35014192,6083661,Comedy Drama Romance,9,30,2011,R,100,8000000,98,3,5966475,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
2496,50/50,35014192,6083661,Comedy Drama Romance,9,30,2011,R,100,8000000,98,4,3946173,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
3190,50/50,35014192,6083661,Comedy Drama Romance,9,30,2011,R,100,8000000,98,5,2089528,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
3884,50/50,35014192,6083661,Comedy Drama Romance,9,30,2011,R,100,8000000,98,6,1312874,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
4578,50/50,35014192,6083661,Comedy Drama Romance,9,30,2011,R,100,8000000,98,7,678257,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
5272,50/50,35014192,6083661,Comedy Drama Romance,9,30,2011,R,100,8000000,98,8,344758,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
5966,50/50,35014192,6083661,Comedy Drama Romance,9,30,2011,R,100,8000000,98,9,270861,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
370,500 Days of Summer,32391374,28331360,Comedy Drama Romance,7,17,2009,PG-13,95,7500000,175,1,1373754,4,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999
1064,500 Days of Summer,32391374,28331360,Comedy Drama Romance,7,17,2009,PG-13,95,7500000,175,2,2696861,4,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999
1758,500 Days of Summer,32391374,28331360,Comedy Drama Romance,7,17,2009,PG-13,95,7500000,175,3,4546948,4,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999
2452,500 Days of Summer,32391374,28331360,Comedy Drama Romance,7,17,2009,PG-13,95,7500000,175,4,6312484,4,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999
3146,500 Days of Summer,32391374,28331360,Comedy Drama Romance,7,17,2009,PG-13,95,7500000,175,5,4866343,4,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999
3840,500 Days of Summer,32391374,28331360,Comedy Drama Romance,7,17,2009,PG-13,95,7500000,175,6,3398540,4,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999
4534,500 Days of Summer,32391374,28331360,Comedy Drama Romance,7,17,2009,PG-13,95,7500000,175,7,2873248,4,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999
5228,500 Days of Summer,32391374,28331360,Comedy Drama Romance,7,17,2009,PG-13,95,7500000,175,8,2759023,4,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999
5922,500 Days of Summer,32391374,28331360,Comedy Drama Romance,7,17,2009,PG-13,95,7500000,175,9,1570184,4,-0.4999999999999997,-0.8660254037844388,0.8660254037844384,0.5000000000000004,-1.0,-4.286263797015736e-16,0.8660254037844393,-0.499999999999999
668,65,32062904,28667664,Action Adventure Sci-Fi Thriller,3,10,2023,PG-13,93,,297,1,2092950,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
1362,65,32062904,28667664,Action Adventure Sci-Fi Thriller,3,10,2023,PG-13,93,,297,2,622285,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2056,65,32062904,28667664,Action Adventure Sci-Fi Thriller,3,10,2023,PG-13,93,,297,3,184024,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2750,65,32062904,28667664,Action Adventure Sci-Fi Thriller,3,10,2023,PG-13,93,,297,4,82581,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
3444,65,32062904,28667664,Action Adventure Sci-Fi Thriller,3,10,2023,PG-13,93,,297,5,58591,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
4138,65,32062904,28667664,Action Adventure Sci-Fi Thriller,3,10,2023,PG-13,93,,297,6,21501,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
4832,65,32062904,28667664,Action Adventure Sci-Fi Thriller,3,10,2023,PG-13,93,,297,7,16627395,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
5526,65,32062904,28667664,Action Adventure Sci-Fi Thriller,3,10,2023,PG-13,93,,297,8,7956705,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
6220,65,32062904,28667664,Action Adventure Sci-Fi Thriller,3,10,2023,PG-13,93,,297,9,4416872,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
548,A Beautiful Planet,15650615,10079505,Documentary,4,29,2016,,46,,708,1,288762,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
1242,A Beautiful Planet,15650615,10079505,Documentary,4,29,2016,,46,,708,2,256999,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
1936,A Beautiful Planet,15650615,10079505,Documentary,4,29,2016,,46,,708,3,378109,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
2630,A Beautiful Planet,15650615,10079505,Documentary,4,29,2016,,46,,708,4,339443,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
