,target
1625,13.085066412659936
1626,12.443359704230048
1627,12.136979769042888
1630,13.785441995817223
1631,13.75227465471818
1632,13.46950704267526
1633,12.475588201526195
1634,10.873356965311512
1635,11.612589788083174
1636,11.105738875963723
1639,17.358279692581355
1640,16.478453972923635
1641,15.83219931646035
1642,14.932132036615481
1643,13.91588697360514
1644,13.000900579720415
1645,12.794317538762987
1648,14.0924647923825
1649,14.001730340128404
1650,14.860011198449321
1651,14.424200007294958
1652,14.06662641097486
1653,14.18241777320525
1654,14.176928336858923
1657,15.957917156974009
1658,15.657529111969437
1659,15.027259251549935
1660,14.55586665317732
1661,13.625269726325772
1662,12.28274660842625
1663,11.916575593665943
1666,13.762374514124804
1667,13.205549447226852
1668,12.607047688365473
1669,12.31401632195359
1670,11.731072554733617
1671,11.507822466794325
1672,11.458067931485509
1675,13.514164895705296
1676,13.07212005791595
1677,13.423184749943468
1678,13.058204517519636
1679,12.123163750931049
1680,16.592125538935292
1681,16.064225882415194
1684,12.695915666102167
1685,11.5711000290213
1686,12.841357635245457
1687,12.564875823172107
1688,11.632094206758914
1689,11.475815322993846
1690,11.083940930819153
1702,14.977670877396282
1703,14.64847185345141
1704,14.292914239161677
1705,14.006039177827772
1706,13.809022556325745
1707,13.207720553624641
1708,12.770624800959379
1711,15.385395670110263
1712,14.90065590641686
1713,14.021190504335463
1714,13.616393543802898
1715,15.979621319256626
1716,13.368692064172576
1717,13.07600525342618
1720,16.511739023560775
1721,15.980185198517361
1722,15.263549384230172
1723,14.741018282557976
1724,14.171207523838317
1725,12.898844755760036
1726,11.237698833785794
1729,16.226520726053383
1730,16.175554042022824
1731,15.431596523044657
1732,14.939249511349963
1733,13.699351952206936
1734,12.832174164701327
1735,12.080520760359036
1738,10.276153948892906
1739,9.667638628724365
1740,8.731336360533149
1741,16.063391599176754
1742,15.312990684978569
1743,14.480341593863825
1744,13.501979938420519
1756,14.814029914346316
1757,13.830845376312103
1758,13.291211236906411
1759,12.654750488061158
1760,12.905055266739533
1761,12.588893292153784
1762,12.476683581765068
1774,17.08225555158723
1775,16.49360369352864
1776,16.136810333716223
1777,15.65213280673339
1778,15.181869778008421
1779,14.729301768636354
1780,14.52980407048793
1783,11.019923387227362
1784,10.325252428057745
1785,10.01681623784313
1786,13.574751510837162
1787,13.005258611670886
1788,12.168396738549173
1789,10.86631829984518
1792,15.057587779540071
1793,14.503173226043563
1794,15.399980139801286
1795,15.187367955831538
1796,14.627344809861622
1797,14.210389833330714
1798,13.492430642537322
1801,16.409700519176038
1802,16.083962382783273
1803,15.632586510175742
1804,15.850129404649987
1805,15.376325502250909
1806,13.436549104446302
1807,12.259916684002285
1810,16.210766988442458
1811,15.664178419038643
1812,14.961446539232412
1813,14.477950046561553
1814,15.767948781272056
1815,14.051036332168827
1816,13.29374699915794
1819,15.852211860217947
1820,15.637351346619672
1821,14.711980958385531
1822,14.04473796504027
1823,13.47683830307661
1824,12.63263366193307
1825,11.927997610689745
1828,10.516075225237657
1829,10.392312936022451
1830,10.669164675100605
1831,10.282026722705035
1832,10.37467797726143
1833,10.451204254885868
1834,10.759943350708097
1837,14.158370208695976
1838,12.373449754938306
1839,11.145088456325304
1840,10.085725772524334
1841,9.84823907830565
1842,9.037533407550814
1843,11.205312757029569
1846,9.416866617466955
1847,9.76434042112597
1848,8.954802752850968
1849,8.06777619577889
1850,15.14549617358558
1851,14.01356601849692
1852,12.884659334758732
1855,18.338247218049222
1856,17.543031254486127
1857,16.968676701487773
1858,16.536623469161352
1859,16.070811781756795
1860,15.688051231340975
1861,15.259852104516273
1864,16.422049713570946
1865,15.839884454505603
1866,15.373090384967439
1867,15.06586634580936
1868,14.722951848783653
1869,14.210392528372578
1870,13.869874682522827
1873,12.247051427758594
1874,11.545663673558002
1875,10.957677623651492
1876,11.055672203209758
1877,10.65254236503437
1878,9.958780338284837
1879,15.45422626228642
1882,12.538852358884988
1883,11.676183121541957
1884,11.316326468878131
1885,10.781536292153415
1886,9.577064651767916
1887,9.172326929777967
1888,10.37370990785957
1891,12.965971521350102
1892,13.049446388056637
1893,12.776241128829712
1894,12.59195390240893
1895,12.40784546070794
1896,12.340669095779413
1897,11.828050024176951
1909,16.661921662473727
1910,16.404388333655014
1911,16.01123645728785
1912,15.647239018008346
1913,15.380634134747666
1914,14.80774403490928
1915,14.560887219552272
1918,15.258064498537932
1919,14.484220055936433
1920,13.366433629889247
1921,12.358497551351462
1922,11.671253123349533
1923,11.343524082102348
1924,10.81001073685123
1927,17.405646196588098
1928,17.069984812662412
1929,16.65636095943509
1930,16.289887800933645
1931,15.9485923876861
1932,15.66620145165294
1933,15.195900270909341
1936,15.599801540680737
1937,14.491321836358502
1938,13.2481092916906
1939,12.358081032285398
1940,11.84028487707477
1941,11.45750788793541
1942,12.814579272839218
1945,16.50137997419391
1946,16.12538839414569
1947,15.343519518999502
1948,14.743719583971055
1949,14.703480001560518
1950,14.045079820108182
1951,13.628038158326344
1954,11.981133733520021
1955,10.392956742473556
1956,11.47450683006617
1957,10.644209873708961
1958,9.89065557372075
1959,9.547312483639047
1960,9.52850315168155
1963,16.620789400476266
1964,16.280698396943396
