,Year,total_minutes,Revenue,month_sin_1,month_cos_1,month_sin_2,month_cos_2,month_sin_3,month_cos_3,month_sin_4,month_cos_4,Action,Adventure,Comedy,Crime,Documentary,Drama,Fantasy,Romance,Sci-Fi,Thriller,week_sin_1,week_cos_1,week_sin_2,week_cos_2,week_sin_3,week_cos_3,week_sin_4,week_cos_4,last_week_revenue,change_from_last_week,rolling_std_2,rolling_mean_2,MPAA_G,MPAA_NC-17,MPAA_PG,MPAA_PG-13,MPAA_R
7716,-1.1613635328991432,0.7681306178452881,16.60481442554105,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,0,0,0,0,0,1,0,1,0,0,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,0.9749279121818237,-0.22252093395631387,16.51315237932494,0.09166204621611129,0.2628465916709844,16.418953818158727,0,0,0,0,1
7717,-1.1613635328991432,0.7681306178452881,16.2330932107764,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,0,0,0,0,0,1,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680295,0.6234898018587339,-0.7818314824680302,0.6234898018587329,16.60481442554105,-0.37172121476465136,0.054624576581862226,16.194467802255904,0,0,0,0,1
7718,-1.1613635328991432,0.7681306178452881,16.15584239373541,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,0,0,0,0,0,1,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,0.4338837391175589,-0.9009688679024188,16.2330932107764,-0.07725081704099068,0.10511587253056255,16.081514247458692,0,0,0,0,1
7719,-1.1613635328991432,0.7681306178452881,16.00718610118198,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,0,0,0,0,0,1,0,1,0,0,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,16.15584239373541,-0.14865629255342938,0.1506799266119169,16.113732899077966,0,0,0,0,1
7720,-1.1613635328991432,0.7681306178452881,16.220279696973954,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,0,0,0,0,0,1,0,1,0,0,0.7818314824680296,0.6234898018587337,0.9749279121818237,-0.22252093395631387,0.4338837391175589,-0.9009688679024188,-0.4338837391175571,-0.9009688679024196,16.00718610118198,0.21309359579197462,0.20701419028996676,16.07389855921807,0,0,0,0,1
7723,-1.9051048997903413,1.6941269039858498,15.90034192341287,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0,0,0,0,1,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,0.7818314824680296,0.6234898018587337,16.009518968977655,-0.10917704556478469,0.16303593489151522,15.785058108273992,0,0,0,0,1
7724,-1.9051048997903413,1.6941269039858498,15.669774293135113,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0,0,0,0,1,0,1,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,-0.9749279121818235,-0.2225209339563148,15.90034192341287,-0.23056763027775773,0.19738725892765582,15.530200423827543,0,0,0,0,1
7725,-1.9051048997903413,1.6941269039858498,15.390626554519972,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0,0,0,0,1,0,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,0.9749279121818237,-0.22252093395631387,15.669774293135113,-0.27914773861514064,0.24163721958695672,15.219763237962972,0,0,0,0,1
7726,-1.9051048997903413,1.6941269039858498,15.048899921405972,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0,0,0,0,1,0,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680295,0.6234898018587339,-0.7818314824680302,0.6234898018587329,15.390626554519972,-0.34172663311399987,0.2715603388907084,14.856877764275037,0,0,0,0,1
7727,-1.9051048997903413,1.6941269039858498,14.6648556071441,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0,0,0,0,1,0,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,0.4338837391175589,-0.9009688679024188,15.048899921405972,-0.3840443142618728,0.12687519764798955,14.575141294522826,0,0,0,0,1
7728,-1.9051048997903413,1.6941269039858498,14.485426981901552,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0,0,0,0,1,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,14.6648556071441,-0.1794286252425472,0.17290032045185574,14.36316799284072,0,0,0,0,1
7729,-1.9051048997903413,1.6941269039858498,14.240909003779889,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0,0,0,0,1,0,1,0,0,0,0,0.7818314824680296,0.6234898018587337,0.9749279121818237,-0.22252093395631387,0.4338837391175589,-0.9009688679024188,-0.4338837391175571,-0.9009688679024196,14.485426981901552,-0.24451797812166376,0.20513872902944885,14.095854017399176,0,0,0,0,1
7732,0.43236796758199597,-0.8889153678799274,9.297801647746176,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,0.7818314824680296,0.6234898018587337,9.264260213965613,0.03354143378056307,1.5664204737745633,8.190175108550738,0,0,0,0,1
7733,0.43236796758199597,-0.8889153678799274,7.0825485693553,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,1,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,-0.9749279121818235,-0.2225209339563148,9.297801647746176,-2.2152530783908766,0.7854907435145461,7.6379744006536985,0,0,0,0,1
7734,0.43236796758199597,-0.8889153678799274,8.193400231952097,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,0.9749279121818237,-0.22252093395631387,7.0825485693553,1.1108516625967972,1.971380143907741,9.587376500005773,0,0,0,0,1
7735,0.43236796758199597,-0.8889153678799274,10.981352768059448,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680295,0.6234898018587339,-0.7818314824680302,0.6234898018587329,8.193400231952097,2.787952536107351,0.13480605229033393,11.07667504177893,0,0,0,0,1
7736,0.43236796758199597,-0.8889153678799274,11.171997315498414,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,0.4338837391175589,-0.9009688679024188,10.981352768059448,0.19064454743896597,0.6509896963757317,10.711678086708563,0,0,0,0,1
7737,0.43236796758199597,-0.8889153678799274,10.25135885791871,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,11.171997315498414,-0.9206384575797042,0.6047198688006167,9.823757337971552,0,0,0,0,1
7738,0.43236796758199597,-0.8889153678799274,9.396155818024393,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,1,0,0,0,0,0.7818314824680296,0.6234898018587337,0.9749279121818237,-0.22252093395631387,0.4338837391175589,-0.9009688679024188,-0.4338837391175571,-0.9009688679024196,10.25135885791871,-0.8552030398943167,0.010664935423782294,9.403697066183733,0,0,0,0,1
7741,0.7511142676782238,-0.3528122548511812,16.74308566430463,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,1,1,0,0,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,0.7818314824680296,0.6234898018587337,17.155263010616693,-0.41217734631206326,0.27955079489147466,16.54541340155078,0,0,0,1,0
7742,0.7511142676782238,-0.3528122548511812,16.347741138796927,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,1,1,0,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,-0.9749279121818235,-0.2225209339563148,16.74308566430463,-0.3953445255077028,0.20904330942146745,16.19992519714333,0,0,0,1,0
7743,0.7511142676782238,-0.3528122548511812,16.052109255489732,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,1,1,0,0,0,1,0,0,0,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,0.9749279121818237,-0.22252093395631387,16.347741138796927,-0.2956318833071947,0.38683757151166215,15.7785737854561,0,0,0,1,0
7744,0.7511142676782238,-0.3528122548511812,15.505038315422468,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,1,1,0,0,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680295,0.6234898018587339,-0.7818314824680302,0.6234898018587329,16.052109255489732,-0.5470709400672646,1.9060467883001444,14.157259706156594,0,0,0,1,0
7745,0.7511142676782238,-0.3528122548511812,12.809481096890723,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,1,1,0,0,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,0.4338837391175589,-0.9009688679024188,15.505038315422468,-2.6955572185317447,0.009129935837851757,12.815936936433758,0,0,0,1,0
7746,0.7511142676782238,-0.3528122548511812,12.822392775976793,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,1,1,0,0,0,1,0,0,0,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,12.809481096890723,0.012911679086069938,0.15484315121126319,12.712902133734996,0,0,0,1,0
7747,0.7511142676782238,-0.3528122548511812,12.603411491493201,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,1,1,0,0,0,1,0,0,0,0.7818314824680296,0.6234898018587337,0.9749279121818237,-0.22252093395631387,0.4338837391175589,-0.9009688679024188,-0.4338837391175571,-0.9009688679024196,12.822392775976793,-0.21898128448359166,0.37012851289751925,12.341691110112864,0,0,0,1,0
7750,1.0698605677744517,-0.9863886611578813,16.280129207681785,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,1,1,0,0,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,0.7818314824680296,0.6234898018587337,16.764665347565433,-0.4845361398836481,0.16714538109067104,16.161939575268562,0,0,0,1,0
7751,1.0698605677744517,-0.9863886611578813,16.04374994285534,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,1,1,0,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,-0.9749279121818235,-0.2225209339563148,16.280129207681785,-0.23637926482644644,0.45931127267181115,15.718967827273676,0,0,0,1,0
7752,1.0698605677744517,-0.9863886611578813,15.394185711692016,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,1,1,0,0,0,1,0,0,0,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,0.9749279121818237,-0.22252093395631387,16.04374994285534,-0.649564231163323,0.9594775377417958,14.715732638358618,0,0,0,1,0
7753,1.0698605677744517,-0.9863886611578813,14.037279565025221,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,1,1,0,0,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680295,0.6234898018587339,-0.7818314824680302,0.6234898018587329,15.394185711692016,-1.3569061466667947,1.2475524305414807,13.155126781503576,0,0,0,1,0
7754,1.0698605677744517,-0.9863886611578813,12.272973997981932,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,1,1,0,0,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,0.4338837391175589,-0.9009688679024188,14.037279565025221,-1.764305567043289,0.9334141103157114,11.612950550922477,0,0,0,1,0
7755,1.0698605677744517,-0.9863886611578813,10.952927103863022,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,1,1,0,0,0,1,0,0,0,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,12.272973997981932,-1.32004689411891,0.7341836878783498,11.472073368198359,0,0,0,1,0
7756,1.0698605677744517,-0.9863886611578813,11.991219632533697,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,1,1,0,0,0,1,0,0,0,0.7818314824680296,0.6234898018587337,0.9749279121818237,-0.22252093395631387,0.4338837391175589,-0.9009688679024188,-0.4338837391175571,-0.9009688679024196,10.952927103863022,1.0382925286706755,1.2863107829245057,11.081660555214397,0,0,0,1,0
7759,-0.7363684661041727,1.3042337308740344,11.251807423644,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,0,0,1,0,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,0.7818314824680296,0.6234898018587337,11.358853115408408,-0.1070456917644087,0.20453654947641384,11.396436604779268,0,0,1,0,0
7760,-0.7363684661041727,1.3042337308740344,11.541065785914538,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,0,0,1,0,0,1,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,-0.9749279121818235,-0.2225209339563148,11.251807423644,0.28925836227053914,0.39317069743381977,11.26305211959524,0,0,1,0,0
7761,-0.7363684661041727,1.3042337308740344,10.985038453275942,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,0,0,1,0,0,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,0.9749279121818237,-0.22252093395631387,11.541065785914538,-0.556027332638596,0.6999212277073883,10.490119406867635,0,0,1,0,0
7762,-0.7363684661041727,1.3042337308740344,9.995200360459327,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,0,0,1,0,0,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680295,0.6234898018587339,-0.7818314824680302,0.6234898018587329,10.985038453275942,-0.9898380928166155,1.6363005867134812,11.152239601383956,0,0,1,0,0
7763,-0.7363684661041727,1.3042337308740344,12.309278842308585,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,0,0,1,0,0,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,0.4338837391175589,-0.9009688679024188,9.995200360459327,2.3140784818492577,0.1236242566931263,12.221863292081729,0,0,1,0,0
7764,-0.7363684661041727,1.3042337308740344,12.134447741854874,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,0,0,1,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,12.309278842308585,-0.17483110045371042,1.7054008541418721,13.340348250459922,0,0,1,0,0
7765,-0.7363684661041727,1.3042337308740344,14.54624875906497,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,0,0,1,0,0,1,0,0,0,0,0.7818314824680296,0.6234898018587337,0.9749279121818237,-0.22252093395631387,0.4338837391175589,-0.9009688679024188,-0.4338837391175571,-0.9009688679024196,12.134447741854874,2.411801017210095,0.06782824355223194,14.594210570036715,0,0,1,0,0
7768,1.0698605677744517,-0.8401787212409504,13.819108079118116,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,0,0,1,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,0.7818314824680296,0.6234898018587337,14.410835405904681,-0.5917273267865646,0.38203654961600503,13.548967444223528,0,0,1,0,0
7769,1.0698605677744517,-0.8401787212409504,13.27882680932894,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,0,0,1,0,1,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,-0.9749279121818235,-0.2225209339563148,13.819108079118116,-0.5402812697891761,0.6868538257852833,12.793147811432242,0,0,1,0,0
7770,1.0698605677744517,-0.8401787212409504,12.307468813535545,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,0,0,1,0,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,0.9749279121818237,-0.22252093395631387,13.27882680932894,-0.9713579957933955,1.5899417303015102,11.183210234347872,0,0,1,0,0
7771,1.0698605677744517,-0.8401787212409504,10.0589516551602,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,0,0,1,0,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680295,0.6234898018587339,-0.7818314824680302,0.6234898018587329,12.307468813535545,-2.2485171583753445,0.9819550066305716,9.364604611151638,0,0,1,0,0
7772,1.0698605677744517,-0.8401787212409504,8.670257567143075,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,0,0,1,0,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,0.4338837391175589,-0.9009688679024188,10.0589516551602,-1.3886940880171252,1.3814482095220353,7.693426170332026,0,0,1,0,0
7773,1.0698605677744517,-0.8401787212409504,6.716594773520978,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,0,0,1,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,8.670257567143075,-1.9536627936220974,2.0044913454564304,8.133984196722967,0,0,1,0,0
7774,1.0698605677744517,-0.8401787212409504,9.551373619924957,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,0,0,1,0,1,0,0,0,0,0.7818314824680296,0.6234898018587337,0.9749279121818237,-0.22252093395631387,0.4338837391175589,-0.9009688679024188,-0.4338837391175571,-0.9009688679024196,6.716594773520978,2.83477884640398,0.14942696566457073,9.4457127992114,0,0,1,0,0
7777,-0.5238709327066875,-0.5964954880460658,16.580947643101425,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018,0,0,0,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,0.7818314824680296,0.6234898018587337,17.16222500232859,-0.5812773592271654,0.5882881733574684,16.164965086428513,0,0,0,1,0
7778,-0.5238709327066875,-0.5964954880460658,15.7489825297556,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018,0,0,0,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,-0.9749279121818235,-0.2225209339563148,16.580947643101425,-0.8319651133458255,0.4496139131490471,15.431057482852092,0,0,0,1,0
7779,-0.5238709327066875,-0.5964954880460658,15.113132435948584,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018,0,0,0,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,0.9749279121818237,-0.22252093395631387,15.7489825297556,-0.6358500938070151,0.4349363403097848,14.805586000331083,0,0,0,1,0
7780,-0.5238709327066875,-0.5964954880460658,14.49803956471358,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018,0,0,0,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680295,0.6234898018587339,-0.7818314824680302,0.6234898018587329,15.113132435948584,-0.6150928712350048,0.48225187559331334,14.157035993241625,0,0,0,1,0
7781,-0.5238709327066875,-0.5964954880460658,13.816032421769668,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018,0,0,0,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,0.4338837391175589,-0.9009688679024188,14.49803956471358,-0.6820071429439114,0.4790331672859684,13.477304820768499,0,0,0,1,0
7782,-0.5238709327066875,-0.5964954880460658,13.13857721976733,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018,0,0,0,0,0,0,0,0,0,1,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,13.816032421769668,-0.6774552020023386,0.4295223998430216,12.834859018166819,0,0,0,1,0
7783,-0.5238709327066875,-0.5964954880460658,12.531140816566309,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-1.0,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000018,0,0,0,0,0,0,0,0,0,1,0.7818314824680296,0.6234898018587337,0.9749279121818237,-0.22252093395631387,0.4338837391175589,-0.9009688679024188,-0.4338837391175571,-0.9009688679024196,13.13857721976733,-0.6074364032010209,0.33692113781487765,12.292901595292335,0,0,0,1,0
7786,0.5386167342807386,-0.4015489014901581,6.597145701886651,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,0,0,0,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,0.7818314824680296,0.6234898018587337,8.669055540725484,-2.071909838838833,5.247140509045471,10.307434337671335,0,0,1,0,0
7787,0.5386167342807386,-0.4015489014901581,14.01772297345602,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,0,0,0,0,1,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,-0.9749279121818235,-0.2225209339563148,6.597145701886651,7.420577271569369,0.3760298397079816,13.751829723870031,0,0,1,0,0
7788,0.5386167342807386,-0.4015489014901581,13.485936474284044,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-16,-1.0,0.8660254037844385,-0.5000000000000003,0,0,0,0,0,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,0.9749279121818237,-0.22252093395631387,14.01772297345602,-0.531786499171977,0.611782592752817,13.053340854336646,0,0,1,0,0
